Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
193,Corey Perry,24-25,EDM,R,81,966.9,19,6,5,30,99,153,200,17.84,19.19,12.42,11.66,26,44,13,36,72,13,21,5,5,8,17,16,1
194,Corey Schueneman,24-25,STL,D,4,56.2,0,0,0,0,4,6,9,0.11,0,0,1.83,7,2,0,1,5,0,0,0,0,0,0,0,0
195,Craig Smith,24-25,CHI,C,40,466.22,9,6,1,16,73,97,122,5.56,12.33,9.28,5.73,20,26,10,30,24,9,6,0,0,-3,7,13,-6
196,Craig Smith,24-25,DET,C,19,202.77,0,1,1,2,16,32,46,1.87,0,0,5.84,11,12,6,26,16,3,0,0,0,-3,1,2,-1
197,Curtis Lazar,24-25,N.J,C,48,507.22,2,2,1,5,26,39,50,2.63,7.69,5.13,6.74,17,11,3,105,45,7,7,0,0,0,205,195,10
198,Cutter Gauthier,24-25,ANA,L,82,1160.73,20,13,10,43,190,306,410,19.84,10.53,6.54,6.48,51,81,22,68,76,10,13,0,0,3,21,35,-14
199,Dakota Joshua,24-25,VAN,C,57,738.77,7,5,2,14,52,84,109,10.41,13.46,8.33,12.39,29,36,12,193,67,9,5,2,2,-4,23,19,4
201,Damon Severson,24-25,CBJ,D,70,1333.83,6,13,6,25,91,133,197,7.15,6.59,4.51,5.38,104,85,28,43,54,21,10,1,1,-11,0,0,0
202,Daniel Sprong,24-25,N.J,R,11,137.33,0,2,0,2,24,34,50,1.51,0,0,4.44,4,5,1,21,12,0,0,0,0,0,0,1,-1
203,Daniel Sprong,24-25,SEA,R,10,123.68,1,0,1,2,12,23,33,1.41,8.33,4.35,6.13,0,3,2,6,9,0,2,0,0,2,0,1,-1
204,Daniel Sprong,24-25,VAN,R,9,104.9,1,2,0,3,19,23,29,0.66,5.26,4.35,2.87,0,6,1,5,6,1,0,0,0,-1,0,2,-2
205,Daniil Miromanov,24-25,CGY,D,44,777.9,2,3,4,9,52,75,143,2.13,3.85,2.67,2.84,55,42,11,20,57,6,2,0,0,-4,0,0,0
206,Danil Gushchin,24-25,S.J,L,12,147.6,0,1,0,1,16,28,41,2.3,0,0,8.21,6,1,0,6,8,3,2,0,0,-1,1,0,1
207,Dante Fabbro,24-25,CBJ,D,62,1342.35,9,5,12,26,82,130,205,2.58,10.98,6.92,1.98,136,66,23,66,140,20,13,0,0,-7,0,0,0
208,Dante Fabbro,24-25,NSH,D,6,78.55,0,0,0,0,7,9,14,0.19,0,0,2.11,7,12,1,1,5,0,0,0,0,0,0,0,0
209,Danton Heinen,24-25,PIT,L,28,350.87,3,5,3,11,36,52,63,4.81,8.33,5.77,9.25,12,22,8,31,15,0,1,0,0,1,4,9,-5
210,Danton Heinen,24-25,VAN,L,51,711.08,6,4,8,18,44,68,102,6.07,13.64,8.82,8.93,25,26,11,50,42,8,5,1,1,-3,14,19,-5
211,Darnell Nurse,24-25,EDM,D,76,1700.18,5,16,12,33,188,271,393,7.56,2.66,1.85,2.79,136,69,16,160,72,21,9,4,4,-12,0,0,0
212,Darren Raddysh,24-25,T.B,D,73,1262.95,6,12,19,37,109,183,283,5.59,5.5,3.28,3.05,68,55,10,38,114,7,6,0,0,-1,0,0,0
213,David Gustafsson,24-25,WPG,C,36,323.3,2,2,2,6,30,46,58,3.66,6.67,4.35,7.96,18,7,2,19,52,1,1,1,1,0,99,99,0
214,David Jiricek,24-25,CBJ,D,6,67.18,0,0,1,1,5,7,13,0.15,0,0,2.14,4,4,1,6,8,2,3,0,0,1,0,0,0
215,David Jiricek,24-25,MIN,D,6,78.23,1,1,0,2,4,9,12,0.49,25,11.11,5.44,3,11,2,6,10,1,0,0,0,-1,0,0,0
216,David Kampf,24-25,TOR,C,59,731.18,5,7,1,13,45,68,81,6.16,11.11,7.35,9.06,26,30,17,50,47,7,7,0,0,0,278,265,13
217,David Pastrnak,24-25,BOS,R,82,1655.27,43,45,18,106,319,444,624,35.65,13.48,9.68,8.03,24,118,40,58,88,21,35,0,0,14,3,5,-2
218,David Perron,24-25,OTT,L,43,602.87,9,4,3,16,71,99,135,8.94,12.68,9.09,9.03,9,25,13,71,31,6,6,0,0,0,6,13,-7
219,David Savard,24-25,MTL,D,75,1244.2,1,5,9,15,48,73,113,1.81,2.08,1.37,2.48,180,51,18,55,71,13,9,0,0,-4,0,0,0
220,Dawson Mercer,24-25,N.J,C,82,1466.45,19,12,5,36,142,208,280,24.21,13.38,9.13,11.64,60,56,18,41,89,8,6,0,0,-2,96,141,-45
221,Declan Chisholm,24-25,MIN,D,66,1121.52,2,6,4,12,69,95,161,2.11,2.9,2.11,2.22,69,83,27,33,112,6,2,0,0,-4,0,0,0
222,Dennis Cholowski,24-25,N.J,D,6,87.58,0,0,0,0,4,8,14,0.1,0,0,1.25,3,5,0,0,5,0,0,0,0,0,0,0,0
223,Dennis Cholowski,24-25,NYI,D,33,422.17,3,2,5,10,26,36,61,0.98,11.54,8.33,2.72,30,33,8,5,26,5,0,0,0,-5,0,0,0
224,Dennis Gilbert,24-25,BUF,D,25,251.75,0,1,4,5,5,13,21,0.3,0,0,2.31,29,9,4,52,35,10,6,4,4,-4,0,0,0
225,Dennis Gilbert,24-25,OTT,D,4,52.1,0,1,0,1,4,4,9,0.1,0,0,2.5,7,4,2,11,6,0,1,0,0,1,0,0,0
226,Denton Mateychuk,24-25,CBJ,D,45,811.58,4,7,2,13,44,71,110,2.77,9.09,5.63,3.9,63,35,19,26,114,10,6,0,0,-4,0,0,0
227,Derek Forbort,24-25,VAN,D,54,923.63,2,4,5,11,39,66,115,1.34,5.13,3.03,2.03,77,55,8,65,90,15,13,3,3,-2,0,0,0
228,Derek Ryan,24-25,EDM,C,36,336.82,1,2,3,6,19,30,41,2.47,5.26,3.33,8.23,21,11,9,25,29,6,2,0,0,-4,151,99,52
229,Devin Shore,24-25,MIN,C,55,475.85,1,2,2,5,40,60,76,4.09,2.5,1.67,6.82,37,14,7,76,48,3,4,0,0,1,51,52,-1
230,Devon Toews,24-25,COL,D,76,1868.8,10,14,20,44,138,216,342,7.73,7.25,4.63,3.58,103,81,35,40,50,13,11,0,0,-2,0,0,0
231,Dmitri Voronkov,24-25,CBJ,L,73,1225.45,22,14,10,46,154,231,260,27.05,14.29,9.52,11.71,47,58,11,71,33,15,4,1,1,-11,37,51,-14
232,Dmitry Kulikov,24-25,FLA,D,70,1348.78,4,2,7,13,64,101,173,3.39,6.25,3.96,3.36,71,78,32,114,99,14,11,0,0,-3,0,0,0
233,Dmitry Orlov,24-25,CAR,D,76,1519.73,6,10,12,28,117,197,310,6.7,5.13,3.05,3.4,60,98,21,101,76,12,12,0,0,0,0,0,0
234,Dominik Shine,24-25,DET,R,9,77.8,0,0,1,1,5,6,8,0.5,0,0,8.33,3,5,3,16,10,0,2,1,1,2,0,0,0
235,Dougie Hamilton,24-25,N.J,D,64,1270.77,9,14,17,40,186,278,424,11.14,4.84,3.24,4.01,85,94,20,72,66,15,7,0,0,-8,0,0,0
236,Drake Batherson,24-25,OTT,R,82,1487.68,26,27,15,68,190,282,353,23.89,13.68,9.22,8.47,30,52,23,148,69,15,22,0,0,7,12,12,0
237,Drake Caggiula,24-25,EDM,L,7,51.1,0,1,0,1,6,7,9,0.37,0,0,5.29,3,3,0,8,6,0,1,1,1,1,1,0,1
238,Drew Doughty,24-25,L.A,D,30,724.1,4,3,10,17,46,66,115,4.31,8.7,6.06,6.53,45,48,7,26,43,10,0,0,0,-10,0,0,0
239,Drew Helleson,24-25,ANA,D,56,915.68,4,6,3,13,63,92,152,2.29,6.35,4.35,2.49,73,47,17,99,97,16,6,1,0,-11,0,0,0
240,Drew O'Connor,24-25,PIT,L,53,774.88,6,5,5,16,82,139,171,14.42,7.32,4.32,10.37,40,39,24,51,75,8,11,0,0,3,38,54,-16
241,Drew O'Connor,24-25,VAN,L,31,439.97,4,2,3,9,35,60,76,6.93,11.43,6.67,11.55,17,22,12,32,34,9,7,0,0,-2,10,13,-3
242,Dryden Hunt,24-25,CGY,L,5,58.28,0,2,1,3,5,6,8,0.51,0,0,8.5,3,4,2,10,3,0,2,0,0,2,2,0,2
243,Dylan Coghlan,24-25,WPG,D,6,92.12,0,0,0,0,9,18,23,0.39,0,0,2.17,7,8,2,2,4,2,0,0,0,-2,0,0,0
244,Dylan Cozens,24-25,BUF,C,61,1050.28,11,13,7,31,139,191,253,16.29,7.91,5.76,8.53,37,56,13,147,48,16,7,2,2,-9,453,443,10
245,Dylan Cozens,24-25,OTT,C,21,348.8,5,7,4,16,48,62,79,6.62,10.42,8.06,10.68,8,12,2,57,26,3,4,0,0,1,134,130,4
246,Dylan Demelo,24-25,WPG,D,82,1765.65,3,7,9,19,75,132,193,3.2,4,2.27,2.42,112,89,29,137,183,19,15,0,0,-4,0,0,0
247,Dylan Guenther,24-25,UTA,R,70,1189.8,27,18,15,60,206,330,452,22.77,13.11,8.18,6.9,42,55,18,53,70,13,12,0,0,-1,10,19,-9
248,Dylan Holloway,24-25,STL,L,77,1295.25,26,22,15,63,178,240,336,19.61,14.61,10.83,8.17,50,69,34,164,98,5,13,0,0,8,61,82,-21
249,Dylan Larkin,24-25,DET,C,82,1646.42,30,27,13,70,233,346,455,34.54,12.88,8.67,9.98,33,94,39,44,60,20,26,0,0,6,871,728,143
251,Dylan Samberg,24-25,WPG,D,60,1268.25,6,10,4,20,96,139,225,3.37,6.25,4.32,2.42,120,64,33,56,108,8,5,0,0,-3,0,0,0
252,Dylan Strome,24-25,WSH,C,82,1425.47,29,27,26,82,149,215,270,21.41,19.46,13.49,9.96,54,79,21,23,40,17,17,0,0,0,691,596,95
253,Eeli Tolvanen,24-25,SEA,R,81,1159.92,23,5,7,35,136,214,283,15.52,16.91,10.75,7.25,65,45,13,237,73,9,11,1,1,2,5,6,-1
254,Eetu Luostarinen,24-25,FLA,C,80,1223.07,9,8,8,25,86,140,184,14.02,10.47,6.43,10.01,60,43,20,183,140,14,13,0,0,-1,33,40,-7
255,Egor Zamula,24-25,PHI,D,63,1040.92,3,5,7,15,37,57,113,1.1,8.11,5.26,1.93,91,52,15,24,68,3,2,0,0,-1,0,0,0
256,Elias Lindholm,24-25,BOS,C,82,1481.57,17,16,14,47,150,234,300,26.95,11.33,7.26,11.52,79,39,22,112,35,7,13,0,0,6,759,615,144
257,Elias Pettersson,24-25,VAN,C,64,1194.27,15,19,11,45,109,187,251,16.79,13.76,8.02,8.98,77,45,22,73,87,7,22,0,0,15,459,505,-46
258,Elias Pettersson (D),24-25,VAN,D,28,359.02,1,1,1,3,19,44,68,1.04,5.26,2.27,2.36,16,24,1,39,44,6,11,1,1,5,0,0,0
259,Elmer Soderblom,24-25,DET,L,26,347.63,4,3,4,11,38,69,84,6.19,10.53,5.8,8.97,12,21,5,43,35,3,3,0,0,0,4,11,-7
260,Emil Andrae,24-25,PHI,D,42,728.48,1,4,2,7,52,76,127,2.74,1.92,1.32,3.61,50,44,16,46,83,8,3,0,0,-5,0,0,0
261,Emil Bemstrom,24-25,PIT,C,14,116.63,0,1,0,1,13,18,25,1.01,0,0,5.61,3,5,1,12,12,0,1,0,0,1,2,1,1
262,Emil Heineman,24-25,MTL,L,62,706.32,10,5,3,18,64,114,162,8.77,15.62,8.77,7.69,24,33,8,170,76,10,3,0,0,-7,1,6,-5
263,Emil Martinsen Lilleberg,24-25,T.B,D,76,1161.42,1,8,10,19,46,98,163,2.73,2.17,1.02,2.79,61,56,12,114,192,30,15,7,6,-16,0,0,0
264,Eric Robinson,24-25,CAR,L,82,1005.42,14,13,3,30,110,168,214,17.43,12.73,8.33,10.38,16,42,9,123,109,5,10,0,0,5,7,26,-19
265,Erik Brannstrom,24-25,VAN,D,28,418.17,3,3,2,8,33,49,81,1.4,9.09,6.12,2.86,39,26,6,14,41,6,6,1,1,0,0,0,0
266,Erik Cernak,24-25,T.B,D,76,1387.8,3,8,10,21,65,113,184,3.97,4.62,2.65,3.51,99,41,20,156,104,20,14,2,3,-5,0,0,0
267,Erik Gudbranson,24-25,CBJ,D,16,284.33,0,1,3,4,12,17,40,0.27,0,0,1.59,19,16,3,25,26,3,1,0,0,-2,0,0,0
268,Erik Gustafsson (D),24-25,DET,D,60,978.45,2,12,4,18,67,120,188,3.75,2.99,1.67,3.12,44,75,10,28,112,11,5,0,0,-6,0,0,0
269,Erik Haula,24-25,N.J,L,69,1014.58,11,7,3,21,110,162,195,13.46,10,6.79,8.31,35,44,14,101,58,17,7,1,1,-10,378,341,37
270,Erik Johnson,24-25,COL,D,14,232.47,1,0,1,2,23,33,49,1.08,4.35,3.03,3.27,12,8,8,19,18,2,0,0,0,-2,0,0,0
271,Erik Johnson,24-25,PHI,D,22,292.7,1,0,2,3,14,20,29,0.8,7.14,5,4,14,18,8,40,23,3,1,1,1,-2,0,0,0
272,Erik Karlsson,24-25,PIT,D,82,1905.33,11,17,25,53,191,295,507,9.38,5.76,3.73,3.18,93,140,44,29,100,11,9,0,0,-2,0,0,0
273,Esa Lindell,24-25,DAL,D,80,1774.45,5,12,9,26,99,147,229,6.3,5.05,3.4,4.29,170,109,30,50,178,7,10,0,0,3,0,0,0
274,Ethan Cardwell,24-25,S.J,R,6,69.18,1,0,0,1,5,8,11,0.78,20,12.5,9.75,3,5,1,8,1,1,2,0,0,1,1,1,0
275,Ethan Del Mastro,24-25,CHI,D,24,439.42,2,3,1,6,19,25,50,0.91,10.53,8,3.64,21,25,6,40,46,3,2,0,0,-1,0,0,0
276,Ethen Frank,24-25,WSH,C,24,259.78,4,1,2,7,23,34,42,2.66,17.39,11.76,7.82,16,10,5,11,17,3,5,0,0,2,0,1,-1
277,Evan Bouchard,24-25,EDM,D,82,1923.58,14,14,39,67,235,325,544,13.61,5.96,4.31,4.19,108,128,55,31,93,16,22,0,1,7,0,0,0
278,Evan Rodrigues,24-25,FLA,C,82,1247.92,15,6,11,32,160,250,331,17.52,9.38,6,7.01,23,62,21,128,104,19,18,0,0,-1,127,155,-28
279,Evgeni Malkin,24-25,PIT,C,68,1209.42,16,22,12,50,125,175,253,18.75,12.8,9.14,10.71,48,79,30,32,64,21,25,0,0,4,290,343,-53
280,Evgeny Dadonov,24-25,DAL,R,80,1082.67,20,12,8,40,123,188,234,18.78,16.26,10.64,9.99,39,66,9,44,101,5,7,0,0,2,0,0,0
281,Fabian Lysell,24-25,BOS,R,12,161.3,1,2,0,3,21,30,38,1.82,4.76,3.33,6.07,2,3,2,5,21,3,2,0,0,-1,0,0,0
282,Fabian Zetterlund,24-25,OTT,L,20,285.98,2,2,1,5,40,62,75,5.07,5,3.23,8.18,18,6,2,39,11,2,1,0,0,-1,1,1,0
283,Fabian Zetterlund,24-25,S.J,L,64,1086.77,17,12,7,36,141,217,281,18.12,12.06,7.83,8.35,63,44,20,115,77,5,19,0,0,14,30,20,10
284,Fedor Svechkov,24-25,NSH,C,52,670.02,8,5,4,17,64,106,150,9.45,12.5,7.55,8.92,24,45,6,32,55,7,8,0,0,1,123,212,-89
285,Filip Chytil,24-25,NYR,C,41,587.78,11,4,5,20,90,129,178,10.14,12.22,8.53,7.86,9,25,8,12,47,7,11,0,0,4,183,220,-37
286,Filip Chytil,24-25,VAN,C,15,250.42,2,3,1,6,44,67,78,4.1,4.55,2.99,6.12,4,11,7,7,23,2,7,0,0,5,80,81,-1
287,Filip Forsberg,24-25,NSH,L,82,1527.35,31,24,21,76,281,437,601,35.89,11.03,7.09,8.21,52,113,38,150,67,22,30,0,0,8,4,13,-9
288,Filip Hronek,24-25,VAN,D,61,1457.55,5,12,16,33,83,154,240,5.31,6.02,3.25,3.45,75,74,14,89,99,15,5,0,0,-10,1,0,1
289,Frank Nazar,24-25,CHI,C,53,841.18,12,8,6,26,91,136,171,12.54,13.19,8.82,9.22,35,57,8,30,60,7,18,0,0,11,170,211,-41
290,Frank Vatrano,24-25,ANA,R,81,1421.18,21,8,16,45,233,335,415,28.08,9.01,6.27,8.38,69,52,13,169,59,35,26,0,0,-9,16,18,-2
291,Fraser Minten,24-25,BOS,C,6,90.05,1,0,0,1,8,13,15,0.92,12.5,7.69,7.08,2,6,1,12,7,1,0,0,0,-1,24,33,-9
292,Fraser Minten,24-25,TOR,C,15,183.43,2,2,0,4,16,29,37,2.23,12.5,6.9,7.69,8,4,1,36,12,0,0,0,0,0,52,58,-6
293,Frederick Gaudreau,24-25,MIN,C,82,1284.25,18,14,5,37,109,152,197,11.89,16.51,11.84,7.82,61,50,24,47,56,4,4,0,0,0,529,567,-38
294,Gabe Perreault,24-25,NYR,R,5,72.18,0,0,0,0,5,7,10,0.31,0,0,4.43,1,6,1,1,2,0,1,0,0,1,0,1,-1
295,Gabriel Vilardi,24-25,WPG,C,71,1287.67,27,18,16,61,130,187,232,22.09,20.77,14.44,11.81,50,41,22,21,84,7,17,0,0,10,75,77,-2
296,Gage Goncalves,24-25,T.B,C,60,767.62,8,8,4,20,60,89,114,7.06,13.33,8.99,7.93,20,35,18,71,103,7,8,0,0,1,3,3,0
297,Garnet Hathaway,24-25,PHI,R,67,794.87,10,5,6,21,80,118,138,9.04,12.5,8.47,7.66,61,27,8,257,67,19,29,2,2,10,7,12,-5
298,Georgii Merkulov,24-25,BOS,C,6,82.4,0,1,0,1,6,11,12,0.68,0,0,6.18,7,2,1,2,8,1,1,0,0,0,0,1,-1
299,Grant Hutton,24-25,NYI,D,13,175,0,1,1,2,10,15,20,0.5,0,0,3.33,12,8,2,13,6,2,0,0,0,-2,0,0,0
301,Gustav Nyquist,24-25,MIN,R,22,324.95,2,2,3,7,32,53,63,4.2,6.25,3.77,7.92,8,10,6,15,21,2,2,0,0,0,0,6,-6
302,Gustav Nyquist,24-25,NSH,C/R,57,1006.48,9,6,6,21,70,115,171,12.98,12.86,7.83,11.29,22,49,13,28,48,6,14,0,0,8,11,13,-2
303,Hampus Lindholm,24-25,BOS,D,17,354.55,3,2,2,7,36,48,82,1.74,8.33,6.25,3.62,17,30,14,5,33,2,3,0,0,1,0,0,0
304,Haydn Fleury,24-25,WPG,D,39,621.18,0,4,3,7,37,58,104,1.21,0,0,2.09,56,39,3,48,72,3,0,0,0,-3,0,0,0
305,Helge Grans,24-25,PHI,D,6,86.75,0,0,1,1,5,8,13,0.35,0,0,4.38,5,8,2,4,10,1,0,0,0,-1,0,0,0
306,Hendrix Lapierre,24-25,WSH,C,27,264.5,0,3,5,8,18,28,37,3.43,0,0,12.25,14,17,5,13,26,2,5,0,0,3,40,61,-21
307,Henri Jokiharju,24-25,BOS,D,18,384.73,0,1,3,4,15,33,54,0.65,0,0,1.97,22,22,5,15,26,1,1,0,0,0,0,0,0
308,Henri Jokiharju,24-25,BUF,D,42,685.18,3,2,1,6,44,67,120,1.22,6.82,4.48,1.82,31,42,8,34,56,6,1,0,0,-5,0,0,0
309,Henry Thrun,24-25,S.J,D,60,1050.82,2,2,8,12,52,74,114,1.67,3.85,2.7,2.26,66,37,12,43,100,10,3,2,2,-7,0,0,0
310,Hudson Fasching,24-25,NYI,R,43,476.52,2,1,1,4,51,71,90,6.27,3.92,2.82,8.83,17,27,9,28,43,3,4,0,0,1,2,8,-6
311,Ian Cole,24-25,UTA,D,82,1663.13,1,8,8,17,66,119,189,4.77,1.52,0.84,4.01,211,118,25,106,122,36,9,1,1,-27,0,0,0
312,Ian Mitchell,24-25,BOS,D,15,234,0,0,1,1,10,19,26,0.45,0,0,2.37,23,13,5,5,25,1,2,0,0,1,0,0,0
313,Ilya Lyubushkin,24-25,DAL,D,80,1390.95,1,4,9,14,51,95,146,2.56,1.96,1.05,2.69,136,109,20,84,138,16,8,0,0,-8,0,0,0
314,Ilya Mikheyev,24-25,CHI,R,80,1254.15,20,7,7,34,138,183,221,16.69,14.49,10.93,9.12,15,54,21,34,51,8,4,0,0,-4,1,11,-10
315,Ilya Solovyov,24-25,CGY,D,5,78.35,0,1,0,1,6,9,18,0.07,0,0,0.78,8,6,3,12,11,1,1,0,0,0,0,0,0
316,Isac Lundestrom,24-25,ANA,C,79,1070.23,4,5,5,14,59,90,105,8.61,6.78,4.44,9.57,68,26,15,46,54,5,8,0,1,4,440,496,-56
317,Isaiah George,24-25,NYI,D,33,516.33,1,0,4,5,26,37,74,0.9,3.85,2.7,2.43,34,26,6,14,81,3,0,0,0,-3,0,0,0
318,Isak Rosen,24-25,BUF,R,8,77.12,0,1,0,1,8,10,15,0.43,0,0,4.3,2,5,1,3,9,0,0,0,0,0,0,0,0
319,Ivan Barbashev,24-25,VGK,C,70,1175.88,23,20,8,51,111,180,231,18.16,20.72,12.78,10.09,33,78,18,104,67,5,13,0,0,8,12,21,-9
320,Ivan Ivan,24-25,COL,C,40,401.5,5,1,2,8,34,50,65,5.35,14.71,10,10.7,9,22,2,12,24,4,1,0,0,-3,55,82,-27
321,Ivan Miroshnichenko,24-25,WSH,L,18,168.17,1,2,1,4,14,25,32,2.95,7.14,4,11.8,8,11,3,28,12,0,1,0,0,1,0,0,0
322,Ivan Provorov,24-25,CBJ,D,82,1915.02,7,12,14,33,100,147,269,5.61,7,4.76,3.82,127,120,29,28,135,13,14,1,1,1,0,0,0
323,J.T. Compher,24-25,DET,L,76,1267.27,11,12,9,32,98,138,167,16.68,11.22,7.97,12.09,64,49,17,29,72,7,11,0,0,4,457,556,-99
324,J.T. Miller,24-25,NYR,C,32,592.33,13,14,8,35,55,90,121,9.66,23.64,14.44,10.73,22,35,17,76,22,9,4,0,0,-5,219,161,58
325,J.T. Miller,24-25,VAN,C,40,718.12,9,17,9,35,81,124,151,11.75,11.11,7.26,9.48,28,36,11,92,28,11,18,3,3,7,409,289,120
326,Jaccob Slavin,24-25,CAR,D,80,1725.8,6,7,14,27,110,211,319,7.49,5.45,2.84,3.55,136,78,61,21,111,4,5,0,0,1,0,0,0
327,Jack Drury,24-25,CAR,C,39,502.5,3,4,2,9,60,95,119,6.1,5,3.16,6.42,24,19,4,17,55,6,3,0,1,-2,238,167,71
328,Jack Drury,24-25,COL,C,33,427.72,5,1,3,9,33,58,74,3.92,15.15,8.62,6.76,26,15,8,28,46,5,2,0,0,-3,193,148,45
329,Jack Eichel,24-25,VGK,C,77,1581.08,28,27,39,94,232,304,402,24.77,12.07,9.21,8.15,55,90,28,22,59,4,15,0,0,11,573,680,-107
330,Jack Hughes,24-25,N.J,C,62,1295.85,27,29,14,70,229,321,465,26.41,11.79,8.41,8.23,29,87,22,6,40,9,16,0,0,7,252,415,-163
331,Jack Johnson,24-25,CBJ,D,41,527.73,0,2,4,6,23,37,60,0.84,0,0,2.27,35,19,8,21,35,1,2,0,0,1,0,0,0
332,Jack McBain,24-25,UTA,C,82,1112.98,13,8,6,27,89,145,189,13.67,14.61,8.97,9.43,50,63,16,291,116,14,10,8,8,-4,228,231,-3
333,Jack Quinn,24-25,BUF,R,74,1099.98,15,13,11,39,123,205,277,13.14,12.2,7.32,6.41,23,52,12,39,77,9,12,0,0,3,1,6,-5
334,Jack Roslovic,24-25,CAR,C,81,1119.52,22,9,8,39,139,220,288,18.45,15.83,10,8.39,23,63,19,14,91,5,10,0,0,5,192,163,29
335,Jack St. Ivany,24-25,PIT,D,19,310.98,0,0,1,1,12,22,35,0.38,0,0,1.73,25,16,7,37,12,6,4,1,1,-2,0,0,0
336,Jack Thompson,24-25,S.J,D,31,489.53,4,4,2,10,41,61,98,1.65,9.76,6.56,2.7,54,37,7,12,44,5,0,0,0,-5,0,0,0
337,Jackson Blake,24-25,CAR,R,80,1107.67,17,12,5,34,142,205,248,25.69,11.97,8.29,12.53,30,54,20,19,123,15,22,0,0,7,15,15,0
338,Jackson Lacombe,24-25,ANA,D,75,1672.53,14,18,11,43,134,187,268,10.51,10.45,7.49,5.62,129,78,35,69,135,15,11,0,0,-4,0,1,-1
339,Jacob Bernard-Docker,24-25,BUF,D,15,216.95,1,2,1,4,14,24,39,0.44,7.14,4.17,1.83,25,13,2,9,27,4,3,1,1,-1,0,0,0
