Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
340,Jacob Bernard-Docker,24-25,OTT,D,25,327.65,1,1,2,4,18,32,55,0.64,5.56,3.12,2,25,9,1,21,41,2,0,0,0,-2,0,0,0
341,Jacob Bryson,24-25,BUF,D,48,690.83,0,5,2,7,20,29,54,0.98,0,0,3.38,51,33,8,15,82,5,3,0,0,-2,0,0,0
342,Jacob Middleton,24-25,MIN,D,67,1465.58,8,7,6,21,96,137,224,4.61,8.33,5.84,3.36,157,64,21,97,80,15,13,2,2,-2,0,0,0
343,Jacob Moverare,24-25,L.A,D,49,581.08,1,2,5,8,30,44,76,1.03,3.33,2.27,2.34,60,24,7,31,84,5,1,0,0,-4,0,0,0
344,Jacob Trouba,24-25,ANA,D,53,1099.75,1,6,1,8,65,104,180,3,1.54,0.96,2.88,140,67,23,125,37,17,8,2,2,-9,0,0,0
345,Jacob Trouba,24-25,NYR,D,24,480.18,0,5,1,6,46,60,88,1.51,0,0,2.52,68,23,6,37,24,6,4,2,2,-2,0,0,0
346,Jaden Schwartz,24-25,SEA,C,81,1448.5,26,11,12,49,194,294,356,28.64,13.4,8.84,9.74,42,60,43,43,85,12,11,0,0,-1,34,34,0
347,Jake Bean,24-25,CGY,D,64,965.7,2,2,3,7,70,111,170,2.69,2.86,1.8,2.42,43,46,27,22,84,4,4,0,0,0,0,0,0
348,Jake Christiansen,24-25,CBJ,D,68,852.72,1,4,3,8,58,88,135,1.66,1.72,1.14,1.89,65,51,8,49,95,3,1,1,1,-2,0,0,0
349,Jake Debrusk,24-25,VAN,L,82,1365.23,28,8,12,48,170,240,303,28.22,16.47,11.67,11.76,48,47,13,96,81,9,14,0,0,5,11,18,-7
351,Jake Guentzel,24-25,T.B,C,80,1599.42,41,21,18,80,216,297,354,37.96,18.98,13.8,12.78,52,79,25,28,106,12,20,0,0,8,177,207,-30
352,Jake McCabe,24-25,TOR,D,66,1419.83,2,10,11,23,74,99,170,2.74,2.7,2.02,2.77,135,83,9,118,131,15,15,2,2,0,0,0,0
353,Jake Neighbours,24-25,STL,L,82,1303.37,22,14,9,45,122,164,196,19.3,18.03,13.41,11.77,56,51,14,174,121,18,21,4,4,3,5,13,-8
354,Jake Sanderson,24-25,OTT,D,80,1955.37,11,20,27,58,196,276,422,10.28,5.61,3.99,3.72,163,98,53,38,195,7,9,0,0,2,0,0,0
355,Jake Walman,24-25,EDM,D,15,321.38,1,5,2,8,39,51,80,1.66,2.56,1.96,3.25,34,17,4,9,17,3,0,0,0,-3,0,0,0
356,Jake Walman,24-25,S.J,D,50,1158.75,6,11,15,32,125,189,302,8.68,4.8,3.17,4.59,111,63,23,47,48,18,10,0,0,-8,0,0,0
357,Jakob Chychrun,24-25,WSH,D,74,1558.75,20,15,12,47,179,304,458,11.17,11.17,6.58,3.67,87,80,35,59,121,26,11,0,0,-15,0,0,0
358,Jakob Pelletier,24-25,CGY,L,24,303.33,4,3,4,11,30,38,52,2.69,13.33,10.53,7.08,14,15,6,23,25,3,1,0,0,-2,5,9,-4
359,Jakob Pelletier,24-25,PHI,L,25,262.92,3,2,3,8,23,34,40,3.95,13.04,8.82,11.62,5,10,5,24,20,2,4,0,0,2,8,10,-2
360,Jakub Lauko,24-25,BOS,C,18,217.93,2,1,2,5,13,20,27,1.27,15.38,10,6.35,17,7,1,50,16,5,2,2,2,-3,0,3,-3
361,Jakub Lauko,24-25,MIN,C,38,382.03,3,2,1,6,29,48,60,3.46,10.34,6.25,7.21,22,18,5,70,35,6,5,3,3,-1,1,6,-5
362,Jakub Vrana,24-25,NSH,L,13,148.03,2,1,0,3,19,26,35,1.22,10.53,7.69,4.69,3,6,1,6,3,2,3,0,0,1,3,3,0
363,Jakub Vrana,24-25,WSH,L,26,255.63,7,2,2,11,28,46,56,2.91,25,15.22,6.33,5,15,5,13,9,3,2,0,0,-1,4,10,-6
364,Jalen Chatfield,24-25,CAR,D,79,1491.33,7,4,8,19,114,190,301,4.03,6.14,3.68,2.12,64,82,26,64,159,17,8,2,2,-9,0,0,0
365,James Van Riemsdyk,24-25,CBJ,L,71,880.37,16,11,9,36,84,123,148,15.02,19.05,13.01,12.21,16,40,5,31,48,9,12,1,1,3,6,14,-8
366,Jamie Benn,24-25,DAL,L,80,1224.1,16,22,11,49,136,195,255,20.17,11.76,8.21,10.34,45,58,13,113,75,25,10,2,2,-15,295,234,61
367,Jamie Drysdale,24-25,PHI,D,70,1394.18,7,5,8,20,62,108,185,3.31,11.29,6.48,3.06,102,73,20,18,80,11,6,0,0,-5,0,0,0
368,Jamie Oleksiak,24-25,SEA,D,82,1539.65,4,8,5,17,66,117,174,3.85,6.06,3.42,3.29,159,89,23,72,102,12,12,0,0,0,0,0,0
369,Jan Rutta,24-25,S.J,D,54,931.88,3,2,4,9,55,83,152,1.84,5.45,3.61,2.22,81,55,11,40,85,14,5,0,0,-9,0,0,0
370,Jani Nyman,24-25,SEA,R,12,167.83,3,1,2,6,22,41,48,3.16,13.64,7.32,7.71,7,5,2,13,9,2,2,0,0,0,1,0,1
371,Janis Moser,24-25,T.B,D,54,1018.05,2,4,8,14,48,81,146,2.52,4.17,2.47,3.11,70,45,23,34,96,11,4,0,0,-7,0,0,0
372,Jansen Harkins,24-25,ANA,C,62,677.52,2,1,3,6,49,66,93,4.84,4.08,3.03,7.33,41,38,15,136,43,8,15,1,1,7,117,102,15
373,Jared McCann,24-25,SEA,L,82,1411.28,22,26,13,61,202,313,419,24.23,10.89,7.03,7.74,50,66,29,47,52,9,21,0,0,12,109,135,-26
374,Jared Spurgeon,24-25,MIN,D,66,1349.77,7,11,14,32,107,155,240,5.13,6.54,4.52,3.31,119,52,22,53,96,7,2,0,1,-4,0,0,0
375,Jaret Anderson-Dolan,24-25,WPG,C,7,69.55,0,1,0,1,8,11,12,0.59,0,0,5.36,6,2,1,23,9,2,0,0,0,-2,1,1,0
376,Jason Dickinson,24-25,CHI,C,59,926.25,7,4,5,16,55,93,149,7.48,12.73,7.53,8.04,53,26,13,99,79,9,12,2,2,3,451,464,-13
377,Jason Robertson,24-25,DAL,L,82,1459.07,35,22,23,80,213,294,408,26.21,16.43,11.9,8.91,45,92,24,59,80,9,21,0,0,12,7,12,-5
378,Jason Zucker,24-25,BUF,L,73,1167.55,21,24,8,53,143,230,279,21.33,14.69,9.13,9.27,22,73,20,68,45,16,14,1,1,-2,42,64,-22
379,Jaycob Megna,24-25,FLA,D,8,128.8,0,0,0,0,6,8,14,0.15,0,0,1.88,9,6,1,3,14,1,2,0,0,1,0,0,0
380,Jayden Struble,24-25,MTL,D,56,837.45,2,5,6,13,48,69,137,1.49,4.17,2.9,2.16,54,51,23,124,90,16,5,2,2,-11,0,0,0
381,Jean-Gabriel Pageau,24-25,NYI,C,79,1342.77,14,17,11,42,119,181,232,20.3,11.76,7.73,11.22,57,47,25,140,105,4,14,1,1,10,588,400,188
382,Jeff Malott,24-25,L.A,L,12,123.3,0,0,1,1,13,20,28,0.87,0,0,4.35,7,4,2,19,18,1,3,1,1,2,1,1,0
383,Jeff Petry,24-25,DET,D,44,831.87,2,3,3,8,34,58,108,1.77,5.88,3.45,3.05,77,51,16,51,78,8,5,0,0,-3,0,0,0
384,Jeff Skinner,24-25,EDM,C/L,72,935.98,16,10,3,29,144,202,265,18.03,11.11,7.92,8.93,23,41,19,44,45,8,14,0,0,6,22,21,1
385,Jere Innala,24-25,COL,L,17,121.55,0,0,0,0,8,17,21,1.42,0,0,8.35,6,2,1,20,12,1,3,0,0,2,1,2,-1
386,Jeremy Lauzon,24-25,NSH,D,28,503.2,0,0,1,1,25,40,70,1.03,0,0,2.58,34,19,4,126,34,11,7,3,3,-4,0,0,0
387,Jesper Boqvist,24-25,FLA,C,78,1033.23,12,6,5,23,87,132,167,11.19,13.79,9.09,8.48,27,33,18,191,112,7,12,0,0,5,71,97,-26
388,Jesper Bratt,24-25,N.J,L,81,1534.8,21,36,31,88,180,284,391,26.72,11.67,7.39,9.41,42,62,11,96,70,9,12,0,0,3,0,3,-3
389,Jesperi Kotkaniemi,24-25,CAR,C,78,1096.62,12,10,11,33,115,162,219,15.24,10.43,7.41,9.41,28,64,18,66,110,20,12,2,2,-8,367,342,25
390,Jesse Puljujarvi,24-25,FLA,R,5,63.63,1,0,0,1,12,16,19,1.41,8.33,6.25,8.81,2,4,0,35,9,0,1,1,0,0,0,0,0
391,Jesse Puljujarvi,24-25,PIT,R,26,301.63,3,2,4,9,38,60,84,4.3,7.89,5,7.17,7,11,3,45,28,5,3,0,0,-2,0,1,-1
392,Jett Luchanko,24-25,PHI,C,4,56.22,0,0,0,0,3,6,10,0.96,0,0,16,0,1,1,6,3,1,2,0,0,1,17,20,-3
393,Jimmy Schuldt,24-25,S.J,D,8,110.27,0,0,0,0,4,6,9,0.11,0,0,1.83,5,6,1,13,15,0,1,0,0,1,0,0,0
394,Jimmy Snuggerud,24-25,STL,R,7,108.27,1,3,0,4,10,20,27,2.23,10,5,11.15,4,7,4,3,12,0,1,0,0,1,0,0,0
395,Jimmy Vesey,24-25,COL,L,10,105.6,1,1,0,2,6,11,14,0.79,16.67,9.09,7.18,2,4,2,13,4,0,1,0,0,1,0,4,-4
396,Jimmy Vesey,24-25,NYR,L,33,352.27,4,2,0,6,30,46,61,2.81,13.33,8.7,6.11,10,19,5,19,5,0,3,0,0,3,3,8,-5
397,Jiri Kulich,24-25,BUF,C,62,917.27,15,5,4,24,134,200,262,16.89,11.19,7.5,8.45,36,33,15,40,36,9,8,0,0,-1,254,304,-50
398,Jj Peterka,24-25,BUF,R,77,1400.17,27,18,23,68,173,275,384,21.6,15.61,9.82,7.85,16,87,22,30,71,12,16,0,0,4,2,10,-8
399,Joe Veleno,24-25,CHI,C,18,227.5,3,1,3,7,25,32,38,3.04,12,9.38,9.5,12,9,3,46,15,2,3,0,0,1,65,76,-11
401,Joel Armia,24-25,MTL,R,81,1158.48,11,13,5,29,104,157,232,13.83,10.58,7.01,8.81,35,48,19,87,54,8,8,0,0,0,3,11,-8
402,Joel Edmundson,24-25,L.A,D,73,1503.08,6,6,8,20,90,156,241,4.02,6.67,3.85,2.58,108,62,23,100,81,11,5,0,0,-6,0,0,0
403,Joel Eriksson Ek,24-25,MIN,C,46,909.25,14,8,6,28,138,186,216,18.81,10.14,7.53,10.11,36,34,14,82,56,11,15,0,0,4,408,458,-50
404,Joel Farabee,24-25,CGY,L,31,447.58,3,1,2,6,52,70,92,7.21,5.77,4.29,10.3,16,19,4,39,44,4,5,0,0,1,7,6,1
405,Joel Farabee,24-25,PHI,L,50,760.4,8,8,3,19,99,131,161,13.23,8.08,6.11,10.1,34,45,15,55,58,8,9,2,2,1,11,25,-14
406,Joel Hanley,24-25,CGY,D,53,984.77,2,2,5,9,42,79,129,1.91,4.76,2.53,2.42,90,67,7,55,109,10,6,1,1,-4,0,0,0
407,Joel Kiviranta,24-25,COL,L,79,989.23,16,4,3,23,84,121,161,13.21,19.05,13.22,10.92,38,36,17,113,90,10,7,0,0,-3,23,25,-2
408,Joey Anderson,24-25,CHI,R,18,223.08,0,1,0,1,17,20,31,1.58,0,0,7.9,13,4,8,11,21,0,1,0,0,1,3,2,1
409,John Beecher,24-25,BOS,C,78,881.05,3,7,1,11,44,79,98,6.73,6.82,3.8,8.52,71,49,14,84,71,13,12,0,0,-1,282,260,22
410,John Carlson,24-25,WSH,D,79,1861.57,5,24,22,51,168,257,394,10.11,2.98,1.95,3.93,131,112,36,49,83,12,9,0,0,-3,0,0,0
411,John Hayden,24-25,SEA,C,20,170.17,1,1,0,2,20,30,38,2.79,5,3.33,9.3,19,5,3,44,9,3,4,1,1,1,31,27,4
412,John Klingberg,24-25,EDM,D,11,189.68,1,1,2,4,19,26,39,0.77,5.26,3.85,2.96,13,14,1,5,21,4,0,0,0,-4,0,0,0
413,John Ludvig,24-25,COL,D,8,103.6,0,0,2,2,9,10,13,0.3,0,0,3,6,5,1,16,8,3,1,0,0,-2,0,0,0
414,John Marino,24-25,UTA,D,35,740.85,1,7,6,14,29,42,76,1.59,3.45,2.38,3.79,46,32,10,9,64,1,2,0,0,1,0,0,0
415,John Tavares,24-25,TOR,C,75,1366.92,38,20,16,74,199,280,341,34.24,19.1,13.57,12.23,45,69,24,91,78,23,16,0,0,-7,762,546,216
416,Johnathan Kovacevic,24-25,N.J,D,81,1604.93,1,10,6,17,76,130,222,3.6,1.32,0.77,2.77,99,100,28,100,133,26,8,4,4,-18,0,0,0
417,Jon Merrill,24-25,MIN,D,70,986.32,2,2,2,6,47,79,111,1.77,4.26,2.53,2.24,85,64,14,40,113,10,4,0,0,-6,0,0,0
418,Jonah Gadjovich,24-25,FLA,L,42,354.92,4,0,0,4,43,70,89,5.81,9.3,5.71,8.3,21,4,2,126,27,5,6,6,6,1,3,2,1
419,Jonas Brodin,24-25,MIN,D,50,1147.78,4,3,13,20,72,100,179,2.09,5.56,4,2.09,104,53,21,27,93,9,4,0,0,-5,0,0,0
420,Jonas Rondbjerg,24-25,VGK,R,13,125.13,0,0,0,0,11,17,21,0.74,0,0,4.35,4,1,3,3,24,0,1,0,0,1,1,4,-3
421,Jonas Siegenthaler,24-25,N.J,D,55,1078.08,2,1,6,9,52,82,133,2.65,3.85,2.44,3.23,92,59,14,74,123,17,13,0,0,-4,0,0,0
422,Jonatan Berggren,24-25,DET,R,75,973.78,12,8,4,24,89,142,184,10.91,13.48,8.45,7.68,16,31,11,41,75,7,14,0,0,7,5,12,-7
423,Jonathan Drouin,24-25,COL,L,43,781.85,11,15,11,37,56,87,113,8.46,19.64,12.64,9.72,12,35,15,14,32,3,2,0,0,-1,9,13,-4
424,Jonathan Huberdeau,24-25,CGY,C/L,81,1582.92,28,26,8,62,153,206,267,22.43,18.3,13.59,10.89,64,88,23,50,59,17,26,0,0,9,13,25,-12
425,Jonathan Lekkerimaki,24-25,VAN,R,24,300.13,3,1,2,6,30,44,57,3.04,10,6.82,6.91,6,8,4,16,21,1,2,0,0,1,0,1,-1
426,Jonathan Marchessault,24-25,NSH,R,78,1402.2,21,19,17,57,205,276,380,24.73,10.24,7.61,8.96,25,89,10,77,67,16,13,1,1,-3,17,50,-33
427,Jonny Brodzinski,24-25,NYR,C,51,595.43,12,3,4,19,73,108,139,7.1,16.44,11.11,6.57,19,26,11,27,28,2,5,0,0,3,81,89,-8
428,Joona Koppanen,24-25,PIT,L,11,147.22,1,0,0,1,10,13,16,0.57,10,7.69,4.38,3,11,0,40,9,0,0,0,0,0,18,28,-10
429,Jordan Eberle,24-25,SEA,R,42,683.05,9,16,1,26,66,102,130,9.95,13.64,8.82,9.75,25,28,21,13,45,7,5,0,0,-2,7,11,-4
430,Jordan Greenway,24-25,BUF,L,34,512.62,3,4,1,8,34,66,87,5.03,8.82,4.55,7.62,29,23,7,95,33,10,12,3,3,2,7,27,-20
431,Jordan Harris,24-25,CBJ,D,33,375.78,1,3,1,5,15,25,39,0.61,6.67,4,2.44,35,16,4,23,64,3,4,0,0,1,0,0,0
432,Jordan Kyrou,24-25,STL,C/R,82,1433.33,36,20,14,70,239,328,465,25.12,15.06,10.98,7.66,36,79,21,50,87,10,22,0,0,12,5,10,-5
433,Jordan Martinook,24-25,CAR,L,79,1208.42,15,14,7,36,112,198,251,18.04,13.39,7.58,9.11,52,53,18,84,92,9,8,0,0,-1,34,37,-3
434,Jordan Oesterle,24-25,BOS,D,22,387.22,1,2,3,6,20,34,55,0.9,5,2.94,2.65,37,33,7,20,45,1,1,0,0,0,0,0,0
435,Jordan Oesterle,24-25,NSH,D,15,247.35,3,1,0,4,18,30,45,0.59,16.67,10,1.97,20,18,8,7,28,1,1,0,0,0,0,0,0
436,Jordan Spence,24-25,L.A,D,79,1326.8,4,11,13,28,86,153,259,3.57,4.65,2.61,2.33,77,72,15,80,133,8,3,0,0,-5,0,0,0
437,Jordan Staal,24-25,CAR,C,75,1157.73,13,15,8,36,107,158,197,14.09,12.15,8.23,8.92,43,41,9,137,58,8,8,0,0,0,725,605,120
438,Joseph Labate,24-25,CBJ,C,6,54.63,0,0,1,1,3,4,5,0.36,0,0,9,11,1,0,14,3,0,2,2,2,2,0,2,-2
439,Josh Anderson,24-25,MTL,R,81,1159.88,15,8,4,27,109,168,210,16.89,13.76,8.93,10.05,39,36,17,175,56,35,27,2,2,-8,29,20,9
440,Josh Brown,24-25,EDM,D,10,126.1,0,0,1,1,9,12,18,0.24,0,0,2,18,3,0,21,14,3,1,1,1,-2,0,0,0
441,Josh Doan,24-25,UTA,R,51,689.45,7,8,4,19,88,141,183,14.11,7.95,4.96,10.01,14,25,10,45,51,4,5,0,0,1,35,50,-15
442,Josh Mahura,24-25,SEA,D,64,880.33,0,5,4,9,58,88,135,2.62,0,0,2.98,54,41,10,89,129,10,4,0,0,-6,0,0,0
443,Josh Manson,24-25,COL,D,48,865.98,1,6,8,15,65,93,167,2.1,1.54,1.08,2.26,59,74,20,105,70,14,11,0,0,-3,0,0,0
444,Josh Morrissey,24-25,WPG,D,80,1951.33,14,19,29,62,174,274,436,9.44,8.05,5.11,3.45,113,78,32,49,95,11,11,0,0,0,0,0,0
445,Josh Norris,24-25,BUF,C,3,55.78,1,1,0,2,2,3,5,0.36,50,33.33,12,2,2,0,2,3,0,1,0,0,1,27,23,4
446,Josh Norris,24-25,OTT,C,53,971.62,20,8,5,33,95,139,174,14.12,21.05,14.39,10.16,45,31,13,133,46,17,17,0,1,1,385,332,53
447,Joshua Roy,24-25,MTL,R,12,132.22,2,0,0,2,14,26,30,2.48,14.29,7.69,9.54,8,5,3,6,13,1,1,0,0,0,1,0,1
448,Juha Jaaska,24-25,CAR,L,18,160.72,0,2,2,4,11,22,28,1.88,0,0,8.55,3,8,1,20,30,2,1,1,1,-1,16,15,1
449,Juraj Slafkovsky,24-25,MTL,L,79,1370.57,18,16,17,51,134,225,287,23.55,13.43,8,10.47,62,71,16,193,106,20,17,1,1,-3,5,14,-9
451,Justin Barron,24-25,NSH,D,45,830.43,5,3,4,12,57,87,140,3.13,8.77,5.75,3.6,63,46,10,63,74,5,8,1,1,3,0,0,0
452,Justin Brazeau,24-25,BOS,R,57,739.17,10,8,2,20,78,116,138,12.9,12.82,8.62,11.12,26,33,10,89,48,3,7,0,0,4,3,10,-7
453,Justin Brazeau,24-25,MIN,R,19,162.47,1,0,1,2,11,16,20,1.5,9.09,6.25,9.38,12,10,4,34,12,1,1,0,0,0,0,0,0
454,Justin Danforth,24-25,CBJ,R,61,877.45,9,7,5,21,95,125,141,12.88,9.47,7.2,10.3,49,26,8,123,59,9,3,0,0,-6,326,334,-8
455,Justin Dowling,24-25,N.J,C,52,531.58,2,2,3,7,35,63,87,4.28,5.71,3.17,6.79,22,29,14,51,56,3,4,0,0,1,158,169,-11
456,Justin Faulk,24-25,STL,D,78,1751.37,4,13,15,32,124,181,296,7.48,3.23,2.21,4.13,108,100,28,78,73,15,5,0,0,-10,0,0,0
457,Justin Holl,24-25,DET,D,73,1079.43,2,5,1,8,41,77,107,1.64,4.88,2.6,2.13,78,66,8,35,154,8,3,0,0,-5,0,0,0
458,Justin Kirkland,24-25,CGY,C,21,203.72,2,4,2,8,9,18,23,1.27,22.22,11.11,7.06,16,8,3,45,18,3,3,1,1,0,53,73,-20
459,Juuso Parssinen,24-25,COL,C,22,215.05,2,2,2,6,15,21,24,1.58,13.33,9.52,7.52,6,5,0,41,15,4,1,0,0,-3,29,23,6
460,Juuso Parssinen,24-25,NSH,C,15,183.15,2,2,1,5,11,19,28,1.68,18.18,10.53,8.84,9,9,2,28,19,0,0,0,0,0,36,41,-5
461,Juuso Parssinen,24-25,NYR,C,11,107.48,2,1,2,5,4,7,9,0.87,50,28.57,12.43,14,4,2,17,7,3,0,1,1,-3,27,40,-13
462,Juuso Valimaki,24-25,UTA,D,43,711.78,2,2,1,5,40,63,109,2.46,5,3.17,3.9,49,40,11,23,94,7,10,0,0,3,0,0,0
463,K'Andre Miller,24-25,NYR,D,74,1624.03,7,11,9,27,110,167,261,5.61,6.36,4.19,3.36,110,97,47,106,85,11,7,0,0,-4,0,0,0
464,Kaapo Kakko,24-25,NYR,R,30,398.33,4,7,3,14,45,62,84,5.24,8.89,6.45,8.45,8,16,5,23,19,7,4,0,0,-3,32,32,0
465,Kaapo Kakko,24-25,SEA,R,49,835.35,10,12,8,30,73,114,153,9.74,13.7,8.77,8.54,20,43,13,45,45,7,11,0,0,4,18,18,0
466,Kaedan Korczak,24-25,VGK,D,40,602.93,0,5,5,10,34,48,87,0.91,0,0,1.9,40,36,7,59,69,1,0,0,0,-1,0,0,0
467,Kaiden Guhle,24-25,MTL,D,55,1164.67,6,9,3,18,71,115,171,3.33,8.45,5.22,2.9,124,47,14,104,120,16,9,3,3,-7,0,0,0
468,Kailer Yamamoto,24-25,UTA,R,12,145.35,2,1,0,3,13,22,26,3.22,15.38,9.09,14.64,4,8,1,9,18,1,4,0,0,3,2,0,2
469,Karsen Dorwart,24-25,PHI,L,5,54.9,0,0,0,0,4,5,7,0.24,0,0,4.8,2,5,0,9,5,1,0,0,0,-1,14,21,-7
470,Kasperi Kapanen,24-25,EDM,R,57,685.4,5,6,2,13,55,77,101,4.86,9.09,6.49,6.31,13,34,9,73,34,7,12,0,0,5,39,52,-13
471,Kasperi Kapanen,24-25,STL,R,10,113.22,1,0,0,1,11,17,22,0.9,9.09,5.88,5.29,1,8,0,15,2,1,3,0,0,2,0,3,-3
472,Keaton Middleton,24-25,COL,D,41,470.97,0,1,1,2,44,71,111,1.7,0,0,2.39,37,27,7,69,31,9,2,2,2,-7,0,0,0
473,Keegan Kolesar,24-25,VGK,R,82,1081.9,12,9,9,30,88,137,167,11.75,13.64,8.76,8.58,49,34,13,237,128,9,8,7,7,-1,6,12,-6
474,Kent Johnson,24-25,CBJ,C,68,1175.98,24,17,16,57,123,180,258,14.36,19.51,13.33,7.98,29,64,21,3,44,8,4,0,0,-4,0,8,-8
475,Kevin Bahl,24-25,CGY,D,73,1561.27,3,9,8,20,82,135,219,4.05,3.66,2.22,3,116,85,24,109,72,10,5,1,1,-5,0,0,0
476,Kevin Fiala,24-25,L.A,L,81,1499.98,35,14,11,60,244,387,517,28.47,14.34,9.04,7.36,22,88,30,63,92,19,16,0,0,-3,15,22,-7
477,Kevin Gravel,24-25,NSH,D,6,107.02,0,1,0,1,6,11,19,0.21,0,0,1.91,8,7,0,7,15,0,0,0,0,0,0,0,0
478,Kevin Hayes,24-25,PIT,R,64,771.08,13,4,6,23,99,156,195,14.46,13.13,8.33,9.27,11,33,14,52,25,4,6,0,0,2,237,217,20
479,Kevin Korchinski,24-25,CHI,D,16,273.43,1,0,1,2,14,21,32,0.57,7.14,4.76,2.71,14,14,4,2,25,4,2,0,0,-2,0,0,0
480,Kevin Labanc,24-25,CBJ,R,34,356.82,2,2,8,12,35,60,93,2.38,5.71,3.33,3.97,14,14,6,28,21,6,2,0,0,-4,0,3,-3
481,Kevin Rooney,24-25,CGY,C,70,659.17,5,2,3,10,54,77,104,6.57,9.26,6.49,8.53,39,30,9,109,70,7,13,0,0,6,195,218,-23
482,Kevin Stenlund,24-25,UTA,C,82,1176.78,14,8,6,28,103,151,197,11.43,13.59,9.27,7.57,63,50,16,49,75,20,17,0,0,-3,624,431,193
483,Kiefer Sherwood,24-25,VAN,L,78,1161.38,19,14,7,40,140,214,279,12.86,13.57,8.88,6.01,30,49,26,460,98,15,17,1,1,2,24,32,-8
484,Kieffer Bellows,24-25,NSH,L,19,202.82,2,1,1,4,28,44,57,2.83,7.14,4.55,6.43,6,10,3,35,20,3,3,0,0,0,2,1,1
485,Kirby Dach,24-25,MTL,C,57,893.42,10,3,9,22,84,124,155,14.68,11.9,8.06,11.84,36,39,10,99,73,20,19,0,0,-1,96,142,-46
486,Kirill Kaprizov,24-25,MIN,L,41,921.15,25,22,9,56,145,203,311,21.97,17.24,12.32,10.82,17,59,12,16,53,8,11,0,0,3,0,3,-3
